profile_completeness,has_profile_picture,bio_length,email_pattern_risk,username_pattern_risk,document_valid,account_age_days,login_frequency_per_week,days_since_last_login,activity_score,duplicate_flag,risk_score,label,label_name
42.2,0,19.0,50.2,83.0,1,21.3,0.48,4.5,24.7,0,56.5,1,Flagged for Review
99.3,1,83.0,12.1,16.9,1,192.0,1.99,8.4,67.9,0,9.4,0,Verified
37.2,0,0.0,15.9,62.3,0,10.3,18.04,1.6,12.6,0,74.8,2,Rejected
68.4,1,51.0,7.0,8.1,1,111.2,0.97,7.5,22.3,0,15.9,0,Verified
77.7,1,121.0,0.9,11.4,1,619.4,6.19,6.4,73.7,0,1.9,0,Verified
32.4,0,22.0,60.4,78.2,1,2.6,0.0,39.8,0.0,1,72.6,2,Rejected
72.1,1,163.0,23.1,12.3,1,1.0,3.4,0.6,22.0,0,19.1,0,Verified
24.0,0,0.0,92.9,71.5,1,8.1,21.23,6.2,9.2,0,62.6,1,Flagged for Review
36.9,1,18.0,37.4,61.5,0,1.6,14.43,2.5,4.7,0,66.6,2,Rejected
100.0,1,57.0,8.6,15.2,1,270.1,7.47,1.3,59.2,0,3.2,0,Verified
93.6,0,129.0,9.7,6.5,1,854.6,6.01,1.1,55.1,0,16.7,0,Verified
60.3,0,14.0,29.8,84.9,0,5.4,0.24,4.3,5.3,1,80.0,2,Rejected
75.5,1,144.0,19.5,5.1,0,715.5,3.73,3.5,36.4,0,28.3,0,Verified
79.9,1,159.0,2.5,35.0,1,267.3,6.08,0.3,51.5,0,16.1,0,Verified
43.5,0,0.0,44.3,19.4,0,0.5,0.0,1.8,23.9,0,65.7,2,Rejected
74.7,1,89.0,22.4,18.7,1,863.5,6.67,7.8,54.7,0,0.0,0,Verified
70.5,0,20.0,55.0,60.4,0,20.4,18.24,8.0,15.3,1,89.4,2,Rejected
11.1,0,12.0,75.0,40.8,1,21.5,13.49,26.4,18.0,0,60.1,1,Flagged for Review
66.5,0,106.0,5.1,14.2,1,515.6,6.86,0.3,44.6,0,18.3,0,Verified
76.9,1,119.0,6.7,0.0,1,575.8,1.16,2.0,60.5,0,2.5,0,Verified
79.9,1,104.0,25.5,8.9,1,99.6,7.72,9.4,73.1,0,19.9,0,Verified
62.5,1,104.0,19.2,8.0,1,449.0,4.69,5.1,38.2,0,11.2,0,Verified
90.3,1,75.0,21.5,0.0,1,178.5,8.63,2.5,58.2,0,7.7,0,Verified
71.9,1,152.0,18.2,0.0,1,58.9,2.74,0.5,88.7,0,7.6,0,Verified
40.2,1,0.0,35.8,80.3,1,0.2,23.46,16.8,31.6,0,43.0,1,Flagged for Review
75.7,1,102.0,3.1,15.9,1,721.1,4.93,5.0,74.2,0,5.3,0,Verified
51.2,0,0.0,83.5,65.7,0,18.7,29.76,135.5,15.8,0,88.5,2,Rejected
81.9,1,50.0,0.1,3.0,1,364.9,6.68,2.8,87.4,0,0.8,0,Verified
0.0,0,16.0,56.9,58.4,1,42.3,30.3,15.2,19.9,0,61.4,1,Flagged for Review
61.1,0,10.0,58.8,74.2,1,21.8,5.81,13.6,13.0,0,61.7,1,Flagged for Review
71.8,1,37.0,11.3,14.0,1,617.6,4.22,8.6,28.4,0,7.7,0,Verified
86.5,1,144.0,23.1,9.7,1,625.8,6.29,3.0,42.4,1,28.2,0,Verified
100.0,1,152.0,0.0,18.1,1,561.7,6.16,0.9,42.3,0,5.7,0,Verified
84.0,1,116.0,15.0,1.7,1,259.2,8.93,3.0,50.2,0,10.6,0,Verified
26.8,0,16.0,83.2,61.6,0,16.6,12.62,35.0,9.6,0,87.4,2,Rejected
12.9,0,3.0,78.1,49.5,0,25.0,20.9,36.0,10.5,1,99.7,2,Rejected
30.7,0,21.0,61.3,52.1,1,23.2,2.45,6.5,0.5,0,61.3,1,Flagged for Review
66.6,1,126.0,7.9,12.9,1,375.3,5.49,4.0,27.4,0,5.5,0,Verified
61.3,1,121.0,15.5,16.1,1,309.2,5.71,3.2,43.6,0,17.2,0,Verified
71.6,1,83.0,0.4,38.3,1,723.5,6.92,0.2,100.0,0,18.9,0,Verified
62.9,0,5.0,50.5,63.7,0,25.6,1.31,4.2,0.0,0,78.7,2,Rejected
95.3,1,35.0,15.6,4.3,1,613.9,4.94,1.6,22.3,0,13.0,0,Verified
85.4,1,155.0,27.4,0.0,1,384.4,7.94,8.5,29.8,0,14.4,0,Verified
60.5,1,70.0,0.0,19.1,1,147.6,6.38,10.6,59.1,0,7.2,0,Verified
79.3,1,66.0,22.2,14.2,1,839.2,3.36,1.8,56.8,0,14.7,0,Verified
86.2,1,105.0,10.4,24.7,1,451.2,4.42,10.4,44.4,0,0.2,0,Verified
67.3,0,24.0,49.4,41.9,0,0.8,0.17,6.9,10.3,0,72.2,2,Rejected
56.2,1,117.0,0.0,12.7,1,58.4,3.23,3.4,100.0,0,1.4,0,Verified
69.5,1,77.0,10.2,25.5,1,84.6,7.22,0.2,50.2,0,9.8,0,Verified
34.5,0,11.0,44.1,49.0,0,23.4,23.74,29.5,22.9,1,74.4,2,Rejected
40.6,0,12.0,52.3,58.8,0,6.9,37.39,17.0,19.0,0,84.8,2,Rejected
18.8,0,13.0,96.8,48.8,0,1.0,0.1,9.2,3.0,1,100.0,2,Rejected
43.5,1,0.0,42.5,54.9,1,15.2,0.0,3.9,23.4,0,42.6,1,Flagged for Review
84.0,1,110.0,11.9,13.2,1,386.0,5.18,1.2,89.9,0,6.3,0,Verified
93.9,1,149.0,9.9,9.3,1,112.9,4.79,1.8,53.8,0,0.0,0,Verified
91.7,1,175.0,5.0,17.2,1,297.0,4.66,6.1,62.6,0,1.9,0,Verified
35.1,0,7.0,70.6,41.7,0,2.0,1.83,4.4,0.0,0,76.9,2,Rejected
70.8,1,102.0,20.4,32.7,1,197.4,8.41,1.0,52.5,0,13.3,0,Verified
55.3,1,208.0,13.9,18.9,1,189.7,3.47,4.6,60.0,0,21.4,0,Verified
33.2,1,13.0,67.6,42.1,0,3.8,32.76,6.3,6.5,0,79.9,2,Rejected
96.0,1,35.0,19.3,10.2,1,813.3,8.21,0.3,19.5,0,12.6,0,Verified
100.0,1,127.0,0.4,11.1,1,474.9,3.58,4.9,51.2,0,0.0,0,Verified
91.9,1,110.0,7.8,18.2,1,241.6,5.54,3.1,39.2,0,1.0,0,Verified
88.0,0,147.0,8.0,16.7,1,477.7,3.52,0.8,64.9,0,18.8,0,Verified
29.1,1,0.0,61.6,97.7,1,5.8,0.2,4.0,2.3,1,72.0,2,Rejected
74.2,1,72.0,5.8,6.5,1,1.0,5.5,3.9,55.2,0,8.6,0,Verified
80.2,1,80.0,0.0,16.6,1,1188.7,7.79,0.5,81.7,0,2.4,0,Verified
100.0,1,84.0,29.1,40.3,1,469.3,4.84,2.1,54.9,0,19.7,0,Verified
68.8,1,147.0,0.6,5.0,1,266.9,1.3,4.3,28.8,0,7.3,0,Verified
100.0,1,57.0,25.9,13.7,1,1.0,5.27,0.6,51.0,0,19.5,0,Verified
44.0,0,8.0,100.0,67.5,1,3.1,13.8,25.7,11.7,0,66.2,2,Rejected
3.6,0,13.0,71.3,43.7,0,11.1,11.03,27.7,23.1,0,74.5,2,Rejected
62.3,1,155.0,5.1,2.6,1,810.5,4.8,1.1,53.3,0,10.3,0,Verified
11.1,1,13.0,63.3,25.9,0,13.9,34.47,19.5,0.0,0,70.7,2,Rejected
71.7,1,95.0,16.5,13.8,1,130.1,7.94,2.1,100.0,0,14.2,0,Verified
62.2,1,97.0,16.6,0.8,1,812.6,9.39,0.5,76.7,0,12.4,0,Verified
85.1,1,130.0,17.7,22.1,1,536.9,6.63,1.4,57.4,0,9.2,0,Verified
96.1,1,176.0,6.3,14.2,1,590.3,7.33,1.0,64.4,0,6.3,0,Verified
70.2,1,128.0,5.2,23.4,1,536.0,1.79,4.1,20.8,0,5.5,0,Verified
61.0,1,79.0,0.0,0.0,1,28.2,9.05,3.6,36.1,0,17.6,0,Verified
80.7,1,37.0,15.2,16.4,1,108.5,8.17,0.3,66.7,0,16.4,0,Verified
80.8,1,60.0,20.8,21.3,1,287.3,4.08,9.2,57.9,0,10.3,0,Verified
89.7,1,113.0,26.2,6.9,1,587.3,6.7,4.1,60.2,0,6.5,0,Verified
95.3,1,81.0,13.1,0.0,1,61.1,6.45,2.9,55.6,0,4.6,0,Verified
81.2,1,119.0,2.3,11.5,1,374.4,8.68,1.9,54.9,0,0.0,0,Verified
0.0,1,4.0,70.0,71.1,0,1.3,19.51,32.9,32.3,1,88.0,2,Rejected
50.0,0,0.0,99.1,72.5,0,5.2,2.01,95.5,23.6,0,90.4,2,Rejected
13.5,0,0.0,82.4,48.5,0,64.7,3.52,5.4,14.3,1,84.9,2,Rejected
39.8,0,0.0,72.7,68.5,0,0.3,1.16,17.5,9.6,1,100.0,2,Rejected
76.5,0,7.0,82.6,79.4,0,16.8,0.17,35.0,19.0,1,96.8,2,Rejected
77.3,1,188.0,9.3,6.4,1,117.6,0.0,7.0,76.5,0,5.9,0,Verified
0.0,1,6.0,51.8,43.7,1,15.6,23.25,1.4,19.0,0,51.5,1,Flagged for Review
29.3,0,12.0,47.0,84.5,1,3.7,21.72,3.0,2.2,0,67.0,2,Rejected
65.5,0,170.0,0.0,3.0,1,462.6,5.05,4.1,57.1,0,9.0,0,Verified
74.2,0,3.0,53.6,68.8,0,8.4,10.57,8.4,0.0,0,79.0,2,Rejected
91.4,1,120.0,0.0,13.7,1,471.4,0.73,0.2,36.8,0,3.8,0,Verified
44.9,0,32.0,52.5,14.5,0,1.2,27.97,10.4,2.4,0,60.4,1,Flagged for Review
25.7,0,6.0,45.9,79.8,0,1.4,15.22,5.6,35.7,0,76.6,2,Rejected
92.7,1,182.0,0.0,0.0,1,623.7,3.54,0.0,65.4,0,1.8,0,Verified
82.8,1,132.0,1.9,0.0,1,540.8,7.25,2.9,57.2,0,0.0,0,Verified
87.4,1,125.0,4.3,6.2,1,91.2,2.61,4.8,66.7,0,4.6,0,Verified
99.5,1,107.0,21.9,18.9,1,490.1,3.7,9.4,27.6,0,0.0,0,Verified
63.3,1,117.0,12.0,0.0,1,273.4,6.76,1.7,70.6,0,3.8,0,Verified
56.7,1,23.0,86.7,58.3,0,8.0,2.26,35.0,0.0,0,72.8,2,Rejected
37.0,0,10.0,74.7,0.0,0,3.4,0.0,20.8,0.0,0,64.3,1,Flagged for Review
87.3,1,51.0,9.0,28.3,1,467.6,3.39,5.6,64.0,0,1.0,0,Verified
99.2,1,118.0,17.5,1.4,1,484.9,2.93,2.9,21.3,0,0.0,0,Verified
73.6,1,135.0,16.8,18.0,1,694.6,5.89,1.0,68.3,0,10.5,0,Verified
48.5,1,101.0,0.0,13.0,1,759.9,6.21,7.2,72.9,0,12.3,0,Verified
76.2,1,127.0,24.7,21.8,1,507.4,5.57,0.6,77.6,0,6.4,0,Verified
94.8,1,65.0,0.0,9.2,1,554.4,3.46,0.1,41.2,0,0.0,0,Verified
42.5,1,17.0,64.2,13.8,0,17.1,8.16,11.8,6.1,1,79.4,2,Rejected
88.0,1,121.0,0.0,25.2,1,619.5,8.99,2.5,67.5,0,6.2,0,Verified
78.1,1,141.0,16.0,4.2,1,546.6,1.45,0.8,68.3,0,2.9,0,Verified
64.1,1,26.0,28.6,14.9,0,405.8,9.71,3.3,62.4,0,44.3,1,Flagged for Review
89.2,1,133.0,7.9,0.0,1,979.5,5.25,4.4,47.3,0,4.3,0,Verified
70.3,1,86.0,7.4,20.4,1,278.0,4.55,5.6,72.8,0,8.0,0,Verified
16.9,0,26.0,51.1,78.7,1,5.6,0.0,11.0,31.5,1,69.2,2,Rejected
90.0,1,50.0,6.7,0.0,1,67.9,0.0,0.1,52.2,0,8.9,0,Verified
73.9,0,72.0,28.2,10.9,1,631.5,8.45,2.1,40.9,0,24.5,0,Verified
73.4,1,153.0,11.9,22.6,1,793.5,9.64,5.8,41.9,0,0.0,0,Verified
0.0,0,21.0,79.4,48.7,0,4.2,0.23,42.0,33.1,0,76.0,2,Rejected
78.6,1,93.0,4.6,14.0,1,456.1,0.0,1.6,72.1,0,3.5,0,Verified
97.6,1,105.0,0.7,7.3,1,606.0,6.91,0.9,54.6,0,1.5,0,Verified
39.5,0,19.0,49.9,41.7,1,10.9,12.52,5.1,5.9,1,74.1,2,Rejected
71.8,1,130.0,6.5,11.0,0,518.3,8.86,6.9,23.2,0,20.8,0,Verified
40.7,0,17.0,60.8,68.6,0,6.9,1.39,17.5,9.7,0,80.9,2,Rejected
45.4,0,7.0,28.9,65.0,1,23.1,0.82,14.1,0.8,1,78.9,2,Rejected
92.8,1,154.0,31.0,11.2,1,1035.7,9.49,1.3,57.9,0,9.1,0,Verified
73.5,1,129.0,0.0,30.8,1,289.1,5.07,1.0,76.3,0,4.4,0,Verified
87.1,1,112.0,11.5,7.0,1,532.9,1.37,8.5,37.4,0,0.0,0,Verified
86.4,1,140.0,15.9,0.0,1,251.8,7.07,3.2,59.3,0,2.3,0,Verified
55.5,1,124.0,16.3,10.2,1,1.0,7.63,3.5,73.0,0,17.0,0,Verified
31.1,0,15.0,69.0,7.1,0,41.2,17.43,54.1,11.0,0,60.8,1,Flagged for Review
57.7,0,9.0,12.6,63.7,0,15.4,0.07,35.6,26.5,1,78.7,2,Rejected
76.4,1,64.0,14.5,13.7,1,703.8,7.45,2.5,55.2,0,8.7,0,Verified
66.6,1,61.0,12.7,3.5,1,262.2,3.08,0.9,72.2,0,5.2,0,Verified
86.9,1,78.0,7.4,4.5,1,286.3,5.99,5.4,59.7,0,0.0,0,Verified
83.2,0,154.0,0.0,13.8,1,143.3,8.9,2.7,54.9,0,19.6,0,Verified
34.6,0,23.0,61.5,45.3,0,2.6,0.0,22.9,23.8,0,68.8,2,Rejected
84.7,0,128.0,0.0,0.0,1,233.7,7.27,6.9,64.3,0,12.9,0,Verified
57.5,0,11.0,70.8,55.3,1,20.5,12.9,24.1,9.5,1,68.4,2,Rejected
100.0,1,162.0,10.3,0.0,1,498.5,4.55,2.0,66.4,0,0.0,0,Verified
90.0,1,118.0,13.6,0.3,1,271.3,6.29,0.1,72.1,0,0.8,0,Verified
67.3,1,50.0,27.8,0.0,0,641.1,3.07,7.2,32.7,0,22.5,0,Verified
100.0,1,67.0,4.6,6.2,0,422.1,2.06,9.1,14.2,0,24.4,0,Verified
7.4,0,21.0,44.9,50.0,0,15.5,31.45,29.0,11.2,0,80.3,2,Rejected
22.5,0,1.0,74.2,64.3,1,28.4,17.17,2.3,34.3,1,74.9,2,Rejected
66.3,1,102.0,23.0,40.7,1,401.5,4.07,1.3,73.2,0,11.7,0,Verified
85.4,0,58.0,15.8,25.0,1,503.6,6.42,0.9,39.0,0,11.9,0,Verified
45.3,1,6.0,83.8,100.0,1,3.3,0.0,48.7,9.3,1,72.8,2,Rejected
49.5,0,11.0,59.7,40.6,1,57.0,1.25,0.7,41.8,1,55.3,1,Flagged for Review
74.3,1,171.0,13.1,44.5,1,1012.3,6.63,7.5,58.2,0,7.5,0,Verified
22.2,0,3.0,50.0,37.6,1,2.7,29.57,40.3,12.5,0,57.4,1,Flagged for Review
71.2,1,150.0,0.2,19.1,1,25.0,4.41,4.1,92.8,0,15.3,0,Verified
58.4,1,79.0,0.0,12.9,1,200.2,5.75,1.1,20.9,0,14.9,0,Verified
50.1,0,2.0,80.0,43.8,0,8.8,32.67,3.1,17.5,1,92.0,2,Rejected
58.8,0,2.0,50.4,56.9,0,62.3,0.0,18.7,20.3,0,58.8,1,Flagged for Review
92.5,1,151.0,5.9,13.9,1,424.7,8.23,4.3,45.1,0,10.5,0,Verified
53.1,1,107.0,15.9,12.9,1,459.0,6.9,3.9,24.4,0,21.4,0,Verified
82.4,1,92.0,9.0,1.2,1,117.2,4.07,0.8,96.4,0,0.0,0,Verified
52.9,1,55.0,0.0,5.5,1,763.6,5.15,1.2,48.6,0,0.0,0,Verified
77.5,1,0.0,17.3,30.2,1,163.2,8.92,6.1,51.2,0,18.4,0,Verified
100.0,1,63.0,0.0,10.5,1,639.6,8.2,3.9,54.2,0,7.6,0,Verified
87.0,1,160.0,10.2,36.9,0,771.5,9.98,3.7,34.6,0,25.8,0,Verified
69.9,1,92.0,6.6,0.0,1,432.5,3.05,0.9,74.0,0,0.0,0,Verified
32.1,0,15.0,99.7,43.8,0,21.5,1.04,5.5,0.0,0,87.2,2,Rejected
82.3,1,139.0,0.0,0.0,1,900.4,5.34,1.3,71.5,1,8.6,0,Verified
88.6,1,191.0,13.9,0.0,1,489.7,6.02,1.5,33.1,0,0.0,0,Verified
62.9,1,170.0,1.6,2.1,1,374.4,4.64,1.0,75.4,0,7.3,0,Verified
90.3,1,66.0,4.9,15.8,1,402.6,4.03,0.4,73.4,0,6.7,0,Verified
35.0,1,16.0,65.7,59.4,0,25.8,0.8,74.4,11.9,1,96.3,2,Rejected
73.2,1,216.0,30.9,3.8,1,220.9,4.77,0.1,71.1,0,8.5,0,Verified
48.2,0,19.0,43.9,43.0,0,16.3,0.47,7.3,9.2,0,67.1,2,Rejected
90.9,1,118.0,2.3,29.7,1,377.4,2.25,3.9,26.3,0,11.8,0,Verified
2.8,1,0.0,75.0,32.3,0,0.4,2.49,21.1,15.3,0,76.7,2,Rejected
19.7,1,0.0,27.9,29.1,0,11.9,1.75,11.2,16.4,1,74.8,2,Rejected
19.6,0,11.0,50.3,100.0,0,3.8,29.03,44.5,21.3,0,79.3,2,Rejected
84.8,1,105.0,0.0,14.5,1,687.8,4.21,2.0,73.4,0,2.2,0,Verified
80.9,1,150.0,8.6,8.1,1,129.1,11.01,0.6,25.5,0,10.0,0,Verified
73.9,1,125.0,27.7,13.8,1,424.3,3.79,0.4,47.0,0,21.7,0,Verified
75.3,1,57.0,0.0,0.0,1,1.0,6.14,1.8,40.2,0,11.4,0,Verified
91.7,1,95.0,10.8,21.1,1,80.6,9.69,2.6,41.0,0,9.1,0,Verified
47.7,0,21.0,75.1,37.3,0,19.6,0.94,2.1,19.4,1,84.3,2,Rejected
80.8,1,133.0,16.3,4.7,1,339.6,4.23,18.4,56.2,0,0.4,0,Verified
36.2,1,23.0,58.0,49.4,0,4.6,0.0,27.8,9.8,0,72.0,2,Rejected
62.1,1,152.0,15.1,26.4,1,532.4,1.21,0.8,61.3,0,12.2,0,Verified
62.2,0,0.0,50.2,81.6,0,3.3,0.53,22.7,0.0,1,86.3,2,Rejected
93.0,1,118.0,23.0,24.7,1,140.1,3.54,2.3,66.2,0,9.4,0,Verified
0.0,1,7.0,66.9,14.3,0,11.1,0.0,16.3,15.1,0,75.8,2,Rejected
77.5,1,90.0,0.0,0.0,1,229.5,3.89,8.2,57.4,0,0.0,0,Verified
71.1,1,144.0,6.1,28.9,1,143.0,7.32,3.6,73.4,0,20.4,0,Verified
78.4,1,92.0,0.3,28.4,1,592.6,5.28,3.4,72.4,0,11.0,0,Verified
39.2,0,6.0,53.4,94.6,0,1.3,26.78,53.6,12.8,0,87.5,2,Rejected
93.2,1,63.0,7.4,23.1,1,523.7,6.02,6.0,65.1,0,6.0,0,Verified
94.1,0,155.0,22.0,8.0,1,204.7,7.03,4.7,39.8,0,27.0,0,Verified
62.2,1,135.0,17.0,30.0,1,506.0,4.94,1.1,60.5,0,19.3,0,Verified
65.9,1,147.0,12.6,5.8,1,1.0,4.41,1.0,59.5,0,18.3,0,Verified
42.3,1,32.0,10.0,35.7,1,764.0,7.54,0.2,69.7,0,20.6,0,Verified
70.7,1,103.0,0.0,21.4,0,82.5,4.55,0.2,39.3,0,23.2,0,Verified
95.4,1,97.0,0.0,33.6,1,128.7,9.02,3.3,77.8,0,4.0,0,Verified
89.2,0,97.0,11.1,6.4,1,450.0,3.11,0.6,55.1,0,23.6,0,Verified
78.9,0,82.0,17.9,16.9,1,473.1,3.05,7.7,70.1,0,21.6,0,Verified
34.5,1,0.0,41.9,32.9,0,22.0,0.27,26.3,14.7,0,67.1,2,Rejected
0.0,1,0.0,32.4,55.8,0,61.9,2.91,26.5,17.4,1,79.9,2,Rejected
84.9,1,24.0,14.6,22.8,1,714.7,5.01,1.4,59.2,0,11.9,0,Verified
92.7,1,190.0,9.2,40.8,1,1.0,1.69,1.2,67.1,0,16.2,0,Verified
59.4,1,132.0,26.9,17.8,1,34.4,5.24,0.3,90.3,0,24.1,0,Verified
86.2,1,108.0,22.3,20.7,1,392.2,6.41,0.1,18.7,0,20.7,0,Verified
18.6,0,28.0,65.3,60.9,0,22.4,1.1,28.7,16.7,0,87.9,2,Rejected
57.4,0,2.0,91.2,55.3,0,0.5,0.89,23.1,0.0,1,98.3,2,Rejected
91.8,1,80.0,0.0,7.4,1,113.7,6.42,7.5,51.8,0,9.0,0,Verified
100.0,1,105.0,16.6,13.4,1,824.8,2.28,5.0,12.5,0,24.8,0,Verified
80.5,1,171.0,13.8,14.1,1,689.1,4.21,3.0,65.4,0,5.5,0,Verified
38.1,1,0.0,35.6,52.3,0,4.1,20.1,3.4,9.3,1,85.6,2,Rejected
71.7,1,130.0,14.9,12.8,1,910.6,9.49,2.2,40.0,0,9.4,0,Verified
84.5,1,83.0,14.5,7.5,1,441.1,6.1,0.6,55.8,0,0.0,0,Verified
88.4,1,132.0,37.0,7.4,1,156.6,4.58,3.5,49.7,0,1.8,0,Verified
84.7,1,185.0,9.2,24.9,1,393.2,3.75,7.6,23.6,0,10.4,0,Verified
8.1,0,0.0,80.3,36.6,0,6.9,0.65,17.1,0.0,1,100.0,2,Rejected
84.9,1,106.0,5.3,16.2,1,235.6,7.83,0.9,65.4,0,9.4,0,Verified
100.0,1,140.0,17.9,0.0,1,459.2,2.11,0.9,45.1,0,8.2,0,Verified
52.5,0,14.0,31.9,69.4,0,11.7,1.07,27.6,0.2,1,100.0,2,Rejected
95.5,1,133.0,13.6,18.4,1,224.4,3.48,0.8,56.9,0,9.3,0,Verified
78.7,0,160.0,26.7,7.2,1,356.2,2.85,1.5,73.8,0,18.0,0,Verified
92.5,1,160.0,1.2,37.0,1,562.7,4.62,8.4,53.1,0,6.2,0,Verified
85.9,1,104.0,5.1,0.0,1,668.7,7.48,5.9,69.4,0,12.9,0,Verified
68.7,1,139.0,12.1,21.4,1,3.2,5.77,8.8,49.4,0,14.7,0,Verified
86.5,1,93.0,18.8,20.6,1,341.2,5.71,0.4,90.4,0,16.3,0,Verified
68.1,1,68.0,11.8,18.5,1,383.3,5.88,0.1,47.1,0,10.0,0,Verified
73.1,1,98.0,22.9,14.1,1,112.5,6.17,0.3,42.7,0,5.7,0,Verified
0.0,0,19.0,80.0,49.7,0,14.5,0.51,1.0,16.4,0,79.8,2,Rejected
32.3,0,0.0,58.7,61.0,1,4.1,22.43,14.7,34.7,0,61.9,1,Flagged for Review
65.4,1,149.0,13.1,3.3,1,554.9,3.35,2.6,32.5,0,3.2,0,Verified
96.8,1,0.0,9.2,15.6,1,440.1,6.63,0.8,68.1,0,5.0,0,Verified
90.0,1,232.0,15.4,9.8,1,191.0,7.14,0.1,0.0,0,8.2,0,Verified
59.7,0,0.0,35.8,60.4,1,35.1,16.8,26.7,0.0,1,67.1,2,Rejected
60.5,1,98.0,6.6,20.6,1,635.6,6.88,3.7,30.8,0,10.9,0,Verified
80.0,1,110.0,9.3,5.2,1,563.7,6.16,0.6,57.6,0,0.0,0,Verified
75.8,1,124.0,10.3,0.0,1,681.3,7.93,0.8,15.6,0,11.1,0,Verified
83.6,1,83.0,7.0,5.5,1,483.6,0.0,1.4,64.9,0,13.0,0,Verified
76.9,1,119.0,8.0,2.4,1,754.4,7.13,3.2,66.8,0,0.0,0,Verified
53.9,1,104.0,6.0,24.3,1,434.8,9.94,1.9,25.6,0,9.6,0,Verified
76.6,1,106.0,18.6,13.8,1,420.5,3.45,8.7,58.4,0,16.4,0,Verified
26.0,0,0.0,79.3,42.0,1,19.4,19.65,12.1,24.8,1,72.3,2,Rejected
35.0,1,14.0,18.7,21.5,0,8.8,25.07,98.1,17.8,1,64.4,1,Flagged for Review
72.2,1,112.0,11.6,22.5,1,813.1,2.68,2.3,28.6,0,11.2,0,Verified
100.0,1,117.0,4.5,46.1,1,574.1,3.33,1.8,26.0,0,6.9,0,Verified
55.2,1,116.0,36.7,16.3,1,554.3,5.42,4.6,82.0,0,16.8,0,Verified
100.0,1,100.0,14.1,22.3,1,601.0,3.0,8.2,40.2,0,11.8,0,Verified
78.9,1,161.0,19.9,20.3,1,676.3,7.19,5.4,45.5,0,11.6,0,Verified
94.0,1,94.0,15.9,0.0,1,757.7,3.02,1.5,66.4,0,3.5,0,Verified
83.1,1,120.0,16.2,19.0,1,358.5,5.9,0.7,34.0,0,7.8,0,Verified
98.0,1,168.0,15.4,15.7,1,762.7,5.71,7.4,50.2,1,27.2,0,Verified
64.0,0,0.0,46.0,46.0,0,0.2,21.11,8.6,47.0,0,59.2,1,Flagged for Review
66.6,1,120.0,13.7,1.4,0,589.2,7.91,4.4,29.4,0,15.0,0,Verified
41.0,1,0.0,58.6,53.4,0,13.9,0.0,9.8,6.0,1,82.2,2,Rejected
80.4,0,166.0,8.3,0.3,1,614.2,1.84,2.6,34.7,0,16.9,0,Verified
85.1,1,98.0,2.7,37.6,1,658.2,7.09,2.0,41.1,0,5.9,0,Verified
55.8,0,0.0,51.4,15.2,0,2.4,0.29,14.0,11.7,0,66.0,2,Rejected
67.6,1,105.0,13.3,0.0,1,809.6,4.16,0.6,80.3,0,5.3,0,Verified
90.3,1,71.0,14.8,5.8,1,600.9,2.35,2.0,59.6,0,5.1,0,Verified
73.7,1,141.0,12.9,8.7,1,452.8,6.7,1.1,64.6,0,0.0,0,Verified
3.9,1,11.0,57.6,39.2,0,19.1,0.0,0.8,0.0,0,75.8,2,Rejected
83.0,1,138.0,7.4,1.4,1,1092.8,4.91,2.8,42.9,0,0.0,0,Verified
61.0,1,0.0,19.2,10.6,1,116.1,4.95,2.6,59.3,0,14.5,0,Verified
71.1,1,110.0,20.7,5.5,1,211.0,5.46,4.3,31.7,0,11.2,0,Verified
100.0,1,89.0,0.0,18.0,1,1118.2,6.65,6.2,37.7,0,5.7,0,Verified
94.4,1,62.0,0.0,5.7,1,530.9,4.39,0.7,53.4,0,0.0,0,Verified
81.1,1,85.0,2.7,0.0,1,469.6,3.15,4.5,35.9,0,5.1,0,Verified
85.4,1,84.0,20.5,9.7,1,390.0,0.35,1.4,32.1,0,4.5,0,Verified
77.9,1,108.0,22.1,8.4,1,734.2,5.26,3.0,42.2,0,18.6,0,Verified
100.0,1,48.0,0.8,4.9,1,1098.9,4.61,5.7,75.6,0,3.1,0,Verified
28.4,0,0.0,85.1,88.6,1,5.4,29.36,4.5,45.1,1,71.0,2,Rejected
47.1,1,16.0,84.5,79.6,1,44.2,26.05,23.0,11.7,0,34.6,0,Verified
98.0,1,123.0,14.2,8.2,1,328.8,7.14,2.0,65.5,0,0.7,0,Verified
71.1,1,146.0,24.2,0.0,1,610.5,7.78,4.7,44.9,0,14.0,0,Verified
100.0,1,159.0,20.0,6.5,1,737.8,1.16,3.6,17.8,0,19.9,0,Verified
15.0,0,3.0,62.7,59.7,0,15.9,26.18,38.9,0.0,0,85.3,2,Rejected
49.8,1,26.0,52.5,28.4,0,47.5,26.72,2.7,0.0,1,65.8,2,Rejected
24.7,0,23.0,58.4,61.7,0,1.7,0.66,5.7,12.7,0,80.2,2,Rejected
78.6,1,78.0,11.0,22.4,1,270.6,2.96,2.8,53.2,0,8.6,0,Verified
55.5,1,145.0,19.2,29.2,1,203.0,8.45,1.8,49.9,0,22.2,0,Verified
75.6,1,142.0,14.1,16.7,1,802.0,1.62,1.4,44.7,0,6.9,0,Verified
67.4,1,145.0,0.0,0.0,1,451.9,7.87,1.2,61.2,0,8.8,0,Verified
73.5,0,195.0,0.0,30.4,1,62.3,4.3,0.0,30.4,0,15.4,0,Verified
